0.100000,2.000000
0.200000,1.800000
0.300000,1.656000
0.400000,1.547366
0.500000,1.462669
0.600000,1.394996
0.700000,1.339894
0.800000,1.294352
0.900000,1.256252
1.000000,1.224061
1.100000,1.196634
1.200000,1.173104
1.300000,1.152797
1.400000,1.135183
1.500000,1.119837
1.600000,1.106417
1.700000,1.094643
1.800000,1.084283
1.900000,1.075144
2.000000,1.067065
2.100000,1.059909
2.200000,1.053559
2.300000,1.047916
2.400000,1.042895
2.500000,1.038422
2.600000,1.034432
2.700000,1.030870
2.800000,1.027688
2.900000,1.024842
3.000000,1.022296
3.100000,1.020017
3.200000,1.017975
3.300000,1.016145
3.400000,1.014505
3.500000,1.013033
3.600000,1.011713
3.700000,1.010528
3.800000,1.009464
3.900000,1.008509
4.000000,1.007651
4.100000,1.006880
4.200000,1.006187
4.300000,1.005564
4.400000,1.005005
4.500000,1.004502
4.600000,1.004050
4.700000,1.003643
4.800000,1.003277
4.900000,1.002949
5.000000,1.002653
5.100000,1.002387
5.200000,1.002148
5.300000,1.001932
5.400000,1.001739
5.500000,1.001565
5.600000,1.001408
5.700000,1.001267
5.800000,1.001140
5.900000,1.001026
6.000000,1.000923
6.100000,1.000831
6.200000,1.000748
6.300000,1.000673
6.400000,1.000606
6.500000,1.000545
6.600000,1.000490
6.700000,1.000441
6.800000,1.000397
6.900000,1.000357
7.000000,1.000322
7.100000,1.000290
7.200000,1.000261
7.300000,1.000234
7.400000,1.000211
7.500000,1.000190
7.600000,1.000171
7.700000,1.000154
7.800000,1.000138
7.900000,1.000125
8.000000,1.000112
8.100000,1.000101
8.200000,1.000091
8.300000,1.000082
8.400000,1.000074
8.500000,1.000066
8.600000,1.000060
8.700000,1.000054
8.800000,1.000048
8.900000,1.000043
9.000000,1.000039
9.100000,1.000035
9.200000,1.000032
9.300000,1.000029
9.400000,1.000026
9.500000,1.000023
9.600000,1.000021
9.700000,1.000019
9.800000,1.000017
9.900000,1.000015
10.000000,1.000014
10.100000,1.000012
10.200000,1.000011
10.300000,1.000010
10.400000,1.000009
10.500000,1.000008
10.600000,1.000007
10.700000,1.000007
10.800000,1.000006
10.900000,1.000005
11.000000,1.000005
11.100000,1.000004
11.200000,1.000004
11.300000,1.000003
11.400000,1.000003
11.500000,1.000003
11.600000,1.000003
11.700000,1.000002
11.800000,1.000002
11.900000,1.000002
12.000000,1.000002
12.100000,1.000001
12.200000,1.000001
12.300000,1.000001
12.400000,1.000001
12.500000,1.000001
12.600000,1.000001
12.700000,1.000001
12.800000,1.000001
12.900000,1.000001
13.000000,1.000001
13.100000,1.000001
13.200000,1.000000
13.300000,1.000000
13.400000,1.000000
13.500000,1.000000
13.600000,1.000000
13.700000,1.000000
13.800000,1.000000
13.900000,1.000000
14.000000,1.000000
14.100000,1.000000
14.200000,1.000000
14.300000,1.000000
14.400000,1.000000
14.500000,1.000000
14.600000,1.000000
14.700000,1.000000
14.800000,1.000000
14.900000,1.000000
15.000000,1.000000
15.100000,1.000000
15.200000,1.000000
15.300000,1.000000
15.400000,1.000000
15.500000,1.000000
15.600000,1.000000
15.700000,1.000000
15.800000,1.000000
15.900000,1.000000
16.000000,1.000000
16.100000,1.000000
16.200000,1.000000
16.300000,1.000000
16.400000,1.000000
16.500000,1.000000
16.600000,1.000000
16.700000,1.000000
16.800000,1.000000
16.900000,1.000000
17.000000,1.000000
17.100000,1.000000
17.200000,1.000000
17.300000,1.000000
17.400000,1.000000
17.500000,1.000000
17.600000,1.000000
17.700000,1.000000
17.800000,1.000000
17.900000,1.000000
18.000000,1.000000
18.100000,1.000000
18.200000,1.000000
18.300000,1.000000
18.400000,1.000000
18.500000,1.000000
18.600000,1.000000
18.700000,1.000000
18.800000,1.000000
18.900000,1.000000
19.000000,1.000000
19.100000,1.000000
19.200000,1.000000
19.300000,1.000000
19.400000,1.000000
19.500000,1.000000
19.600000,1.000000
19.700000,1.000000
19.800000,1.000000
19.900000,1.000000
0.100000,2.000000
0.200000,1.800000
0.300000,1.656000
0.400000,1.547366
0.500000,1.462669
0.600000,1.394996
0.700000,1.339894
0.800000,1.294352
0.900000,1.256252
1.000000,1.224061
1.100000,1.196634
1.200000,1.173104
1.300000,1.152797
1.400000,1.135183
1.500000,1.119837
1.600000,1.106417
1.700000,1.094643
1.800000,1.084283
1.900000,1.075144
2.000000,1.067065
2.100000,1.059909
2.200000,1.053559
2.300000,1.047916
2.400000,1.042895
2.500000,1.038422
2.600000,1.034432
2.700000,1.030870
2.800000,1.027688
2.900000,1.024842
3.000000,1.022296
3.100000,1.020017
3.200000,1.017975
3.300000,1.016145
3.400000,1.014505
3.500000,1.013033
3.600000,1.011713
3.700000,1.010528
3.800000,1.009464
3.900000,1.008509
4.000000,1.007651
4.100000,1.006880
4.200000,1.006187
4.300000,1.005564
4.400000,1.005005
4.500000,1.004502
4.600000,1.004050
4.700000,1.003643
4.800000,1.003277
4.900000,1.002949
5.000000,1.002653
5.100000,1.002387
5.200000,1.002148
5.300000,1.001932
5.400000,1.001739
5.500000,1.001565
5.600000,1.001408
5.700000,1.001267
5.800000,1.001140
5.900000,1.001026
6.000000,1.000923
6.100000,1.000831
6.200000,1.000748
6.300000,1.000673
6.400000,1.000606
6.500000,1.000545
6.600000,1.000490
6.700000,1.000441
6.800000,1.000397
6.900000,1.000357
7.000000,1.000322
7.100000,1.000290
7.200000,1.000261
7.300000,1.000234
7.400000,1.000211
7.500000,1.000190
7.600000,1.000171
7.700000,1.000154
7.800000,1.000138
7.900000,1.000125
8.000000,1.000112
8.100000,1.000101
8.200000,1.000091
8.300000,1.000082
8.400000,1.000074
8.500000,1.000066
8.600000,1.000060
8.700000,1.000054
8.800000,1.000048
8.900000,1.000043
9.000000,1.000039
9.100000,1.000035
9.200000,1.000032
9.300000,1.000029
9.400000,1.000026
9.500000,1.000023
9.600000,1.000021
9.700000,1.000019
9.800000,1.000017
9.900000,1.000015
10.000000,1.000014
10.100000,1.000012
10.200000,1.000011
10.300000,1.000010
10.400000,1.000009
10.500000,1.000008
10.600000,1.000007
10.700000,1.000007
10.800000,1.000006
10.900000,1.000005
11.000000,1.000005
11.100000,1.000004
11.200000,1.000004
11.300000,1.000003
11.400000,1.000003
11.500000,1.000003
11.600000,1.000003
11.700000,1.000002
11.800000,1.000002
11.900000,1.000002
12.000000,1.000002
12.100000,1.000001
12.200000,1.000001
12.300000,1.000001
12.400000,1.000001
12.500000,1.000001
12.600000,1.000001
12.700000,1.000001
12.800000,1.000001
12.900000,1.000001
13.000000,1.000001
13.100000,1.000001
13.200000,1.000000
